airline_sentiment;airline;text
negative;Southwest;@SouthwestAir I'm a huge fan and give y'all too much business...so please fix the damn wifi!
negative;American;@AmericanAir arrived in lax from ord flight AA1657 NO LUGGAGE
negative;American;@AmericanAir today's wait was a violation of #dot #passengerbillofrights http://t.co/GxvFumn3iZ
negative;Southwest;@SouthwestAir I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it!!!
negative;United;@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location
negative;United;@united -How is it that all my flight times were changed without any official notification? Almost missed my flight this morning. Not cool!
negative;US Airways;@USAirways when your routing system goes down which grounds all your long haul flights you should think about a #failover plan
negative;American;@AmericanAir - AA1344 Cancelled Flighted on 2.23 - rebooked on us air 623/544 on 2.24. Has to be a nonstop on 2.24 for us (2)?
neutral;American;"@AmericanAir Do you happen to know if that plane will be repainted, or fly ""off into the sunset?"""
negative;American;@AmericanAir Stuck on the plane in Charlotte.  Going to miss my connection.  No words from staff. Maybe some damn pretzels?
negative;Southwest;@SouthwestAir I gave you one more try. Figured you could get a 1 hr flight right. Nope. Delayed an hr. Seems to be every time.
negative;United;@united what a long day of delays. Please get us to Dallas tonight!!!!  Fingers crossed!!!  #winterstorm2015 #whichisworsedenordfw.
negative;United;@united is my flight delayed? It keeps changing between delayed and not??? If delayed is checkin time Late Flightr??? http://t.co/NTUIx5dbYR
positive;Delta;“@JetBlue: @FinleyBklynCFS So glad to hear. Thanks for sharing the video.” Me and JetBlue are #BFF 🙏
negative;American;@AmericanAir is flight 2934 dfw to gsp going to be Cancelled Flightled tomorrow?
negative;US Airways;@USAirways sucks. Delayed my mom's flight 2X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had 2 sleep in airport!
neutral;Delta;@JetBlue hey me and my family have questions on a trip to Disney world that we are doing in April . Please follow me so I could dm you guys
negative;US Airways;@USAirways any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT 878 going to ELM Gate F6
negative;American;@AmericanAir AA 1657 was also over an hour Late Flight to depart Ohare and now we have no luggage. Not happy standing in a long line at baggage svc
negative;US Airways;@USAirways @AmericanAir According to your costumer support your website is holding my money hostage and you cant do anything about it..
negative;American;@AmericanAir long wait? I literally went shopping at 3 different centers, had lunch and prepared dinner. surprise, it's winter! staff better
negative;Delta;@JetBlue Tx for the info. Just don't understand why you couldn't accurately estimate departure time earlier. Weather in ny is fine now.
negative;American;"@AmericanAir AA agent said I repeated myself when I was explaining. I told him ""I understand English."" His reply?""Our conversation is over."""
negative;US Airways;@USAirways it's flt 4827 to ELM - still no gate and still have to make it thru customs
negative;American;@AmericanAir why a different airport! I have no way of getting to a different airport.
neutral;US Airways;@USAirways pilot says that we are going to take off in 10 minutes. So maybe the systems came back online?
negative;American;@AmericanAir there is a full flight of customers sitting on the plane waiting for baggage to be loaded on AA 356 in DFW - why? 2 hour delay
negative;United;.@united in the future when delay causes 15 hour wait (slept night in airport) ensuring seating choice for replacement flight would be good.
negative;American;@AmericanAir we did for the last 8 hours.  Your customer service is horrendous.  I should have flown Delta
negative;American;@AmericanAir Cancelled Flighted our flight and now are still delayed...NOT COOL.
negative;American;@AmericanAir not to mention its a three hour wait to get an agent on the phone.
negative;US Airways;"@USAirways pilot for flight 729 didn't show until after departure ⌚️ &amp; now there's a broken computer. Next time flying @United. #ALWAYSLate Flight"
negative;Southwest;@SouthwestAir I requested my boarding pass to be texted to me but I still haven't received it.
neutral;US Airways;@USAirways sorry, we are in Philly. Should've told you that.
negative;American;"@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒"
negative;United;@united how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance
negative;American;@AmericanAir flight from JFK to EGE was cxld after on runway for an hour. Flight moved to 7am but they won't give luggage back. Nice.
negative;American;@AmericanAir yes. We spent the whole day talking to agents and someone finally offered to let him stay in a hotel
negative;American;@AmericanAir Flight's Cancelled Flightled. Website says to call phone number.Phone says to check online.  How am I supposed to get some help?
negative;United;@united why do you hate your passengers?
negative;US Airways;@USAirways A tweeted apology is not enough for delay fiasco. NONE for insult from gate agent is worse. Except for Mark N., all bad at CLT.
negative;American;@AmericanAir Trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for H2O and received about 2oz.
negative;United;@united this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight #unitedworstever #trappedhouston
negative;American;@AmericanAir I have been trying to get through to someone about my Cancelled Flightled flight tomorrow for over 4 hours.
positive;Virgin America;@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue
negative;Delta;@JetBlue thanks for the response. Just been waiting for 5 hours and really frustrated. Seems like no one at JetBlue is concerned.
negative;American;@AmericanAir Kid upset, my staff upset (one accused of stealing fruit!!!!!) mistreatment due to airline policy of an Austic child.
negative;American;@AmericanAir absolutely worse cust. Svc ever experienced in 25 yrs of flying.  Supvrs at iah extremely rude. #poorservice #travel
negative;Southwest;@SouthwestAir should get their shit together before they owe my $2,000 for my bag.
negative;US Airways;@USAirways your IVR hung up on me because of high call volume? I need help. Call me
negative;US Airways;@USAirways - why can't the gate agent on flight #759 provide an update? Seriously, this is ridiculous how long people have been waiting
negative;US Airways;@USAirways #stuck in Florida with no flights... Service sucks here. #nofood #nodrinks #nohelp
negative;American;@AmericanAir - very upset with my hometown airline. Stuck in Den Flt Cancelled Flightled. Others here with me got new Flt info
negative;United;@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies
negative;American;@AmericanAir plane breaks, unloads the passengers, told to re enter to only come back off. Flight Cancelled Flightled, missed wedding. #badbusiness
negative;US Airways;@USAirways That's 1h 10m waiting to get my bag, 1h40m of flight delays, plus the 2hrs of delay I had on the way out. Never flying you again.
negative;American;@AmericanAir ok so why is it Late Flight? And for that matter why was my flight 4491 Cancelled Flighted this morning? I've been in YYZ since 5 AM.
negative;American;@AmericanAir - don't understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :(
negative;American;@AmericanAir 24 hours on the AirPort
negative;American;@AmericanAir we're still here guys - you are the worst
negative;US Airways;@USAirways we've been waiting at the gate for 2 hrs, why are we now waiting to stow the luggage?
negative;American;@AmericanAir ive literally been holding for more than 2 HOURS now. i was told 2hrs. You all are sabotaging any chance i have of getting home
negative;American;@AmericanAir It just hangs up and your agents on the ground are useless. How don't I have a seat on a first class ticket booked weeks ago?
neutral;United;@united no thanks
neutral;United;@united I did. they told us the wrong carousel number.
negative;US Airways;@USAirways 2 hours and counting. ..what kind of travel voucher do I get for this??
negative;American;@AmericanAir  You can't get us to Cincy but our luggage will still go there tonight? Stranded us in Dallas for 2 days w/o clothes? #Yousuck
negative;United;@united How about free wifi when your flights delayed? Only 20 mins allowed!
negative;American;@AmericanAir sucks!! Teco teco #reclameaqui #TripAdvisor http://t.co/auGJsCmoLu
negative;United;@united I don't know my flight details bc I need to explore some options which I'm unable to do bc the site won't let me.Seems to be ongoing
negative;United;"@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!"
negative;American;@AmericanAir your maint delay left us stuck in den!! Flight 1080.  Been on plane for 7 hrs.  Stop flying broke french planes!
negative;American;@AmericanAir any idea what's up with flight AA3181?
neutral;American;@AmericanAir - Can you please give me a travel agent support phone number? I cant find it on your website. Thanks.
positive;American;@AmericanAir ok, thanks you! Have a great night AA team!
negative;Delta;@JetBlue what happens when I have a confirmed flight but no seat available during online checkin except for Even More Space upgrades?
neutral;US Airways;@USAirways please have your people hold flight 599 from Phoenix to San Jose.  We pulling up to the gate! Scheduled to depart at 5:40
neutral;American;@AmericanAir Hey, so... I think I left my wallet on you. Can I have it back, please?
neutral;American;@AmericanAir Here you go https://t.co/oM1vIEg74a
negative;Delta;@JetBlue just please get my luggage from #2070 onto carousel 5 / Logan Airport and I'll be able to go home!
negative;United;@United and here i thought American was bad. Horrible Service. Over 2:30 min Late Flight. No excuse!
negative;US Airways;@USAirways @AmericanAir pissing off thousands of East coast customers.  When the delay is longer than the flight,  you = fail
negative;Southwest;"@SouthwestAir Seriously? FOUR DELAYS? Only takes 42 minutes to get to Vegas from @flyLAXairport &amp; I have a connecting flight. #ridiculous"
negative;American;@AmericanAir pleaseeee find my suitcase. I want deoderant and a clean shirt for work tomorrow :(
negative;US Airways;@USAirways You suck in Philadelphia.  Let us off this plane! #phl
positive;American;"@americanair @bershawnjackson big UPS to Newark airport staff &amp;&amp; D.Dean. I was also treated lovely while I was in town. ❤❤"
neutral;American;@AmericanAir What's the best way to check on any delays or Cancelled Flightlations for my flight out of DFW on Tuesday?
negative;United;@united was so on point for 5/6 of my flights this past week . . But this last one really sucks shit
neutral;United;@United can you help me get from IAH to SFO earlier tonight?
negative;American;@AmericanAir well its been over 4 hours now and still no one has picked up   try paying overtime and bring in more people
negative;American;"@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?"
neutral;American;@AmericanAir At what e-mail adress can I send your CEO Mr. Doug Parker a letter that he hopefully reads?
negative;American;@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded
neutral;US Airways;@USAirways Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?
negative;American;"@AmericanAir here we go again #aa106 ""Plane not ready"". Are we going to find the crew run out of time again like last night #shortstaffed"
negative;US Airways;@USAirways where's our luggage? Been waiting more than an hour! Flight 2118.
neutral;United;@united flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin
negative;American;@AmericanAir I am honestly in shock how this process and service compares to my other airline experiences. Not really sure what to say...
negative;Southwest;@SouthwestAir couldn't be bothered to help with my lost my luggage. Not a single helpful employee owner to be found in BWI.
negative;American;@AmericanAir Flight  AA1691 LAX to LAS closes too early and gate agents give us hassles #PatheticCX
negative;American;@AmericanAir lets me get in line for call back in over 2 hours. I'll just hope the 1 ticket left on the flight I want is still there Late Flightr.
negative;American;@AmericanAir help us here !!! We are stuck here @jfk for more than 24hours! !we need to go home #flight919 #saveus
negative;Delta;"@JetBlue 4 hr delay on flight to JFK via Tampa &amp; worst customer service in San Juan airport. This after app not working all day."
neutral;American;@AmericanAir are you expecting flights out of DFW to be Cancelled Flightled tomorrow AM and afternoon?
neutral;United;@united If an award is no longer showing available could it possible become available again?
negative;American;@AmericanAir you put a sour taste on this customer’s vacation. it was joke watching those “we care thanks for choosing us” videos
neutral;US Airways;@USAirways I have received two reservation check-ins for two different flights for my one flight tomorrow morning. Need assistance ASAP
neutral;Delta;@JetBlue Ricoh Smith at BOS provided oust and service
neutral;American;@AmericanAir Hi ho, hi ho. It's off to work I go. #WeeklyCommuteOnAA http://t.co/JQHg4jTm4w
negative;American;@AmericanAir rude gate agent by AA363 ORD-LGA just now. Seems to have a temper. Made me check in a bag that fit INSIDE the sizer.
negative;US Airways;@USAirways you guys have to be the worst. We are flying into Philadelphia and have only two jetways available for an on time plane.#pisspoor
negative;American;@AmericanAir I've been on hold for about 3 and a half hours now. Thanks for Cancelled Flighting my flight and not notifying me.
negative;American;@AmericanAir AA I need a Hail Mary. How do I get from Dallas to Joplin JLN in the next 14 hours. Willing to fly to other airports and drive
neutral;Southwest;@SouthwestAir -U dont have Atlanta to San fransisco in 99$ in the present sale, like u had in the last sale?Im looking for 2 return tickets
neutral;American;@AmericanAir I'm on 1024 into Dallas. Do I have any chance of catching 2238 to Boston? Do I need to run from Gate D6 to A15?.
negative;United;@united why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?
negative;US Airways;@USAirways what is wrong with you guys and your inability to get planes in and out of Philly on time. Our pilot gave us a answer that was bs
negative;American;@AmericanAir My baggage is lost, my flight Cancelled Flightled and i get no accommodations? Not even to another airline. At least one free hotel?
negative;American;@AmericanAir understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day
neutral;United;@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?
neutral;American;"@AmericanAir yep, they moved me to 16A as they showed me flying ""standby"""
negative;Delta;"@JetBlue that is a stock response. Delays not as frustrating as poor cust serv &amp; being told by 3 ppl to wait &amp; they'd come back but did not."
negative;American;"@AmericanAir trying to check in for flight. On line not working &amp; agents too busy to take my call."
negative;US Airways;@USAirways flight 614 keeps telling a few more mins to take off its been an hour. First time with you not the best #lies #brokenpromises
negative;US Airways;@USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with. #goDelta
negative;American;@AmericanAir pathetic to have your gate agents lie to my face when you are at fault
negative;American;@AmericanAir I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!
negative;American;"@AmericanAir of course it wasn't your intention, issue lies in lack of response. she did contact you directly; she sat on hold for 50 mins"
negative;American;@AmericanAir this is ridiculous! You all really have terrible customer service and a lack of urgency. Im convinced.
negative;American;@AmericanAir ah if only we could get through. We've tried for over 2 hrs. Can we call @united?
neutral;American;@AmericanAir you should be contacting her for a refund - dm me and I will provide phone number
positive;Delta;@JetBlue aha, ok. Thanks! Was worried there might not be a seat at all :) Will do it at the airport tomorrow then!
negative;American;@AmericanAir fight got Cancelled Flighted can u help me rebook a flight?  Call center is too busy to answer calls or even put me on hold #yuck
negative;American;"@AmericanAir agents refuse to help, ""too busy"" &amp; need to call advantage#. NO ONE willing to help and apparently being exec plat means ZERO"
positive;American;"@AmericanAir versus @JetBlue 
in Customer Service?
Who will win!
For Me @AmericanAir is a convenience to a trip to Cali &lt;3"
negative;American;@AmericanAir if this is how you guys work then i will never fly with you guys again.
negative;American;@AmericanAir my husband and 5 year old son stuck overnight in DC thanks to 7 crew members arguing over who was boarding the flight
negative;Delta;@JetBlue okay. Names of SJ crew are Alamo, Tatiana. Keep telling me to hold, then leave desk. Ali told me he couldn't help bc going on break
positive;US Airways;@USAirways @AmericanAir Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy!
negative;American;@AmericanAir I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?
positive;United;@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.
negative;US Airways;@USAirways @AmericanAir Any word on accommodations for the passengers on US 746 when they arrive in Charlotte? Lot of tired passengers here
negative;American;@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded - still waiting
negative;American;@AmericanAir I made my flight but then still had no update emails when I landed, no info ever sent on that or second flight. Losing my biz.
negative;Delta;@JetBlue Still no response from CEO. I guess he is at the Oscars.  I bet his flight was on time.  #JUSTWRONG
negative;American;@AmericanAir this is unbelievable and unacceptable. Flight #293. JFK. Everyone at the gate is upset as most of us have been here all day.
negative;American;@AmericanAir Why does your iPhone app not have any sort of notifications option?
negative;US Airways;@USAirways @PHLAirport this is the reason I avoid @PHLAirport and @USAirways like the plague. Glad to see this merger is working well. #dumb
negative;American;@AmericanAir how hard is it to have catering ready to go?
negative;American;@AmericanAir all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow.
positive;United;@united thank you for following up!
negative;United;@united thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to. #incompetence
negative;American;@AmericanAir tomorrows flight Cancelled Flighted. I understand. Three hour wait for a call back and now 60 minutes on hold. Not cool.
negative;American;@AmericanAir I have not. There's no option for even getting a call back!
negative;American;@AmericanAir is that something the crew on the current leg can request of the gate team on the next leg?
negative;American;"@AmericanAir Hi AA friends! My sis's flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?"
negative;United;@united UA1534 has now had 11 different departure times. Wtf. Make up your mind.
neutral;Southwest;@SouthwestAir I have followed you. Awaiting your DM.
negative;United;@united missing a day of vacation to see my husband because of this delay but stuff happens and I get that. Just wish it was handled better
negative;Southwest;@SouthwestAir sitting in Newark because flight 4179 was Cancelled Flightled for no apparent reason.  All I was told was sorry after 2.5 hrs waiting
negative;Delta;@JetBlue I'm going to write a post on @Medium about the experience. Your customer service has tanked. #JetBlue
negative;US Airways;@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent
negative;US Airways;@USAirways @PHLAirport can you pm me w answer if flt to 4278 is still on time. Been on ground over an hr w no gate. Need help. Pls
negative;American;@AmericanAir really? Not even worthy of a response. This is beginning of a social media alert to the world that AA and @USAirways are useles
negative;American;@AmericanAir big surprise flight 2330 is delayed. Hopefully not for 6 hours like our flight here.  Thanks again for a sleepless night.
negative;American;@AmericanAir Same as yesterday's Cancelled Flighted flight. AA104. Your customer support is just awful!
negative;American;@AmericanAir Hopefully you guys are willing to cover my lovely car rental and living charges...I love being here for two extra days..
negative;American;@AmericanAir I cannot believe how long flight 759 PHI  is taking. I know it's US Airways but you own it. I would really like to get home.
negative;American;@AmericanAir not enough push crews for JFK = 1.5 he delay and counting....
negative;American;@AmericanAir I haven't been rebooked. I called and left my number for a callback but haven't heard anything and my flight is tomorrow. :(
negative;American;@AmericanAir My flight to @dfwairport was Cancelled Flightled. Mess ensued. Please thank the awesome Marcos (Concierge Key @ GRU) for sorting it out!
negative;United;@united I honestly couldn't tell you. All I know is that originally we were going to have it brought in from the concourse
negative;American;@AmericanAir I did 50 times and no one was helpful I'm missing work nd school nd the manager REM from mia told me he didn't want to talk us
negative;American;@AmericanAir yeah that's not helping. Having my bag shipped to the correct city the first time probably would have helped.
negative;United;@united and pick it up and just bring it on the shuttle. When I went to double check on that they said it was still on the concourse
negative;American;@AmericanAir your 1800 kept hanging up on me and made me miss a second flight
negative;US Airways;@USAirways What is happening? Have been sitting in Philly for hours. Pls take care of Flight 759 to Chicago. At least least us know! #soLate Flight
negative;United;@united and that it would be sent on the next flight to Hayden/steamboat (HDN) from Denver. So I'm hoping its on there
negative;American;@AmericanAir now I have to pay for a hotel a car ride miss classes which I pay 30k for and miss work and you tell me to talk to someone
negative;United;@united Hey so many time changes for UA 1534. We going tonight or what? MIA - EWR
negative;American;@AmericanAir I understand flight Cancelled Flightation but not being able to get through to change that flight for 6 hrs is not acceptable.
negative;American;@AmericanAir you know nothing about customer service and I'll make sure everyone knows it
negative;American;@AmericanAir I’ve been on the line waiting for 40 minutes again.
negative;American;@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags.
negative;Delta;@JetBlue you quite possibly ruined my entire first day in South Florida bc of your disorganization. #GetItTogether
negative;United;@united deceptive marketing practices promised me if i booked flights i would retain my status now they are not granting. Neverflyunited
positive;American;@AmericanAir i appreciate your apology. Sincerely. Thank you. That's really all I ever wanted to begin with.
positive;US Airways;@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday
negative;United;@united might possibly have the worst service on the planet.
negative;US Airways;@USAirways @AmericanAir. delay and mechanical issues on both my weekend flights. Ridiculous. Will tweet as long as we are delayed
positive;American;@AmericanAir it was 1265 coming and next catching 2396 home to DCA. Let's get another great leg too tonight!
negative;American;@AmericanAir Close down
negative;United;@united is the worst airlines sitting on the plane at  Houston-bush airport now for an hour and a half waiting for Late Flight passengers
negative;American;@AmericanAir i have tried getting help from agents, the phone, twitter, and FB. Can no one at American Airlines help me?
negative;United;@united UA647 heading back to gate bc improper load? if ur packing us to the gills should at least take care to load bags. expecting comp...
negative;American;@AmericanAir Trying to rebook a flight with you because of Cancelled Flightlation is a nightmare.  I was hung up on once. Can you help me rebook?
negative;American;@AmericanAir finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?
negative;United;@united you changed my entire flight plan for vacation and now I will be there alone a day and night early with nowhere to stay. Help!
negative;American;@AmericanAir i do not want to stay overnight at this airport! I have been here since 11 am this morning!
neutral;American;@AmericanAir 3198 to AEX. Is it still going?
neutral;US Airways;@USAirways Can you provide me with info about checking strollers and car seats?  Costs?  Restrictions?  Need to bring 2 seats 1 stroller.
negative;American;@AmericanAir we need a miracle @slcairport please help flight 1228 get out of here by 640 #FingersCrossed #pleasegod #missmykids
negative;American;@AmericanAir I tried several times to select seats. The only ones ever available would've cost me $30 extra per seat.
negative;American;@AmericanAir flight 3056 still sitting at DFW waiting for baggage to be loaded
negative;American;@AmericanAir unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth
negative;American;@AmericanAir yes but we HAVE TO GET HOME TOMORROW!!!! Please
neutral;United;@united can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen, that's why I'm asking for standby on twitter.
neutral;American;@AmericanAir you wont allow calls? My husband has a ticket but it looks like all the seats are taken? I cant even call.
negative;American;@AmericanAir I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!
negative;American;@AmericanAir pls tell me how to get a person on the phone asap
negative;American;@AmericanAir @JimDayTV no, you couldn't care less. That's why their customer service is run by bots
negative;Delta;@JetBlue your crew didn't say it was about safety. If they say that I was glad to stay ... Check the information you give to the costumers
negative;American;@AmericanAir 719. Looks like we are about to get going, finally!
negative;American;"@AmericanAir we are through. I can quit you. I am. The nonsense &amp; lies are a colossal infringement you can no longer get away with"
negative;American;@AmericanAir OMG ANSWER YOUR PHONE I HAVE BEEN ON HOLD FOR 1.5 hours. Cancelled FlightED FLIGHTS SUCK
negative;United;@united I was. But I have given up.
negative;American;@AmericanAir @sarahzou translation: we don't reinvest our mammoth profits into the customer service experience. 'Cause we don't care.
neutral;American;@AmericanAir 740pm wheels up to be exact.  I'm sending a DM.
neutral;Southwest;@SouthwestAir Can I get any help with Cancelled Flighting my flight reservation?
negative;United;@united I need help with a missing bag.
negative;American;@AmericanAir its pulling away from gate to get your departure time then leaving us on tarmac claiming power issues that magically repaired
negative;US Airways;@USAirways Can you advise on what's happening with departure delays from CLT?
positive;American;@AmericanAir everything's good now brothaaaaaa
negative;United;@united I understand the intention, but it pales in comparison to a day of lost wages for both my wife and I because of the delay.
negative;American;@AmericanAir this is awful customer service.
negative;American;@AmericanAir Yeah, try harder. No catering truck in sight.  Can we just leave now w/o the food won't eat anyway?
neutral;United;@united Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.
negative;United;@united this is it... Last time I fly #UnitedAirlines  you screw up every trip now will be stuck in ord and miss work.
negative;Delta;@JetBlue Why close prechk at 8PM on a Sunday at JFK?  #annoying
negative;American;"@AmericanAir delivered mom's delayed bag to the wrong place. 2 hrs on hold yesterday, &gt;1 hr today. Still no bag. #AA http://t.co/QKkJdFObOS"
negative;American;"@AmericanAir 24 hrs &amp; 2 cncld flights Late Flightr I've landed in PHL. Now 30 mins &amp; counting on tarmac waiting for gate. Pls do better than this."
negative;Delta;@JetBlue flight 98 DEN to JFK already 2hrs delayed. Any idea how that might change again due to weather forecast etc?
negative;United;@united is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united
negative;American;"@AmericanAir then taxi across dfw airport for 20 min to then state 75 min past departing from gate that we need deiced? Wow. Uncool &amp; untrue"
negative;Delta;@JetBlue well but for now the only thng we can do is wait for someone to explain us the situation with responsibility http://t.co/ML1JaCpmch
negative;American;@AmericanAir Nice AA employee making skillful excuses about Late Flightness due to catering snafu... http://t.co/YPVPVdlTYs
negative;United;@united always happy to start my life with my new wife with a 5 hr travel delay due to MAINTENECE and it would appear incompetence
positive;American;@AmericanAir DONE!! thank you so much!!
negative;American;@AmericanAir @ezemanalyst why don't you tweet canned, impersonal responses as though this is the only impatient customer you've got
negative;American;@AmericanAir You have the worst customer service of any airlines I've ever encountered. Flat out awful
positive;United;@united social media team is on point on #OscarNight :)
neutral;United;"@united left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!"
negative;Delta;@JetBlue your gif game is strong.
negative;Southwest;@SouthwestAir wifi is the worst $8 investment I have ever made.
negative;Virgin America;@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!
negative;US Airways;@USAirways rant cont... To top it all off, rescheduled flight to TPA at 10:10 is already delayed. How can they be that bad?
positive;Southwest;@SouthwestAir just got mine..now where to go??
positive;Southwest;@SouthwestAir sign me up!
negative;United;@united Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD???
negative;United;"@united:  thanks for the miserable trip GNV&lt;&lt;&lt;FSD on 2.19-2.21."
negative;American;@AmericanAir #flight293 was supposed to depart at 745 and at 815 we still have not boarded.
negative;American;"@AmericanAir @manuel_c ""here for you"" as in, yeah, we'll tweet platitudes at you so you'll think our Twitter bot cares? Or...."
neutral;Southwest;@SouthwestAir https://t.co/OQUKSo3s2O subscribe please https://t.co/OQUKSo3s2O
negative;United;@united strikes again! Why board anyone if there's something wrong with the plane? Common sense.
positive;Southwest;@SouthwestAir Yes, please.
neutral;American;@AmericanAir @derekc21 , so what would be a file number that works , needs to be 10 characters , email me derek.austin@century21.ca  easier
negative;US Airways;@USAirways thanks for three Cancelled Flightled flight and making us go from raleigh to charlote to lexington to philly. istead of raleigh to philly
negative;Delta;"@JetBlue hey JetBlue.  Still waiting to hear where you lost my 9'8"" surfboard between JFK and BQN airports."
negative;United;@united JP - DM message who? Can't get a DM through to @united
neutral;American;@AmericanAir 8:30 departure?  Sure. Is there a catering strike at JFK?  @FoxNews @CNBC @BloombergRadio http://t.co/HPgXYZRW8o
negative;American;@AmericanAir @PatrichRuben no, profit maximization is your top priority. Nothing else even registers for you dinosaurs
negative;Delta;@JetBlue thanks but still annoying. Especially if I miss my flight. 😉 Can I tweet at the TSA??
negative;US Airways;"@USAirways #fail when the inbound flight arrives after the scheduled outbound departure, and still ""on time"" http://t.co/k0MHZrJF6e"
neutral;Southwest;@SouthwestAir ...and how does one obtain this companion pass?
positive;Southwest;@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!
negative;United;@united customer service sucks!  They hang up after waiting an hour and talking for 5 minutes.
neutral;Southwest;@SouthwestAir where is mines?
positive;Southwest;@SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais
positive;Southwest;@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!
negative;Southwest;@SouthwestAir How about auto check in for CP holders? Come on.
positive;Southwest;@SouthwestAir That would be brighter than all the stars combined on the red carpet tonight!
negative;American;@AmericanAir we have 3 more passengers with me   There are two more reservation numbers
neutral;Southwest;@SouthwestAir Tell me the secrets to flying high #RedCarpet
neutral;American;@AmericanAir who's your pick for best picture? I don't want to board your airline until I know
neutral;Southwest;@SouthwestAir how do I get my companion pass?
neutral;Southwest;@SouthwestAir I would love a +1 #RedCarpet  treatment
negative;American;@AmericanAir The wine served in USAirways flights are watered down somehow right out of the bottles.
negative;Delta;@JetBlue  I did.  They have no idea where it is.
neutral;American;@AmericanAir @cyncyn661 Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!
positive;Southwest;@SouthwestAir sign me up!
positive;Southwest;“@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”
neutral;Delta;"@shannonwoodward If you want, we can keep you updated on who's wearing who, &amp; who's with who, &amp; who wins what. We're nice like that. ;)"
negative;American;@AmericanAir a worker just checked for ice on our plane using his cell phone flashlight! Really?! Come on!
negative;Southwest;@SouthwestAir everyones flights who were Cancelled Flightled today DESERVE 1
neutral;United;@united S/O to @Delta for coming in clutch and finally taking me home 🙌🙌
positive;Southwest;@SouthwestAir I want one!
negative;US Airways;@USAirways flight 2120. Please get us a flight plan already. How is this an issue in 21st century?
neutral;Delta;@JetBlue id appreciate that. Would also you mind contacting the pilot of my flight and request that I be allowed to announce over intercom?
negative;US Airways;@USAirways so you don't have a pilot now for #clt ✈ #ord for at least another hour. Why on earth would you board the plane? Makes no sense!
